,ret
2014-01-17,0.0
2014-01-20,0.0
2014-01-21,0.0
2014-01-22,0.0
2014-01-23,0.0
2014-01-24,0.0
2014-01-27,0.0
2014-02-06,0.0
2014-02-07,0.0
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-14,0.0
2014-02-17,0.0
2014-02-18,0.0
2014-02-19,0.0
2014-02-20,0.0
2014-02-21,0.0
2014-02-24,0.0
2014-02-25,0.0
2014-02-26,0.0
2014-02-27,0.0
2014-02-28,0.0
2014-03-03,0.0
2014-03-04,0.0
2014-03-05,0.0
2014-03-06,0.0
2014-03-07,0.0
2014-03-10,0.0
2014-03-11,0.0
2014-03-12,0.0
2014-03-13,0.0
2014-03-14,0.0
2014-03-17,0.0
2014-03-18,0.0
2014-03-19,0.0
2014-03-20,0.0
2014-03-21,0.0
2014-03-24,0.0
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,0.0
2014-03-28,0.0
2014-03-31,0.0
2014-04-01,0.0
2014-04-02,0.0
2014-04-03,0.0
2014-04-04,0.0
2014-04-07,0.0
2014-04-08,0.0
2014-04-10,0.0
2014-04-11,0.0
2014-04-14,0.0
2014-04-15,0.0
2014-04-16,0.0
2014-04-17,0.0
2014-04-18,0.0
2014-04-21,0.0
2014-04-22,0.0
2014-04-23,0.0
2014-04-24,0.0
2014-04-25,0.0
2014-04-28,0.0
2014-04-29,0.0
2014-05-05,0.0
2014-05-06,0.0
2014-05-07,0.0
2014-05-08,0.0
2014-05-09,0.0
2014-05-12,0.0
2014-05-13,0.0
2014-05-14,0.0
2014-05-15,0.0
2014-05-16,0.0
2014-05-19,0.0
2014-05-20,0.0
2014-05-21,0.0
2014-05-22,0.0
2014-05-23,0.0
2014-05-26,0.0
2014-05-27,0.0
2014-05-28,0.0
2014-05-29,0.0
2014-05-30,0.0
2014-06-02,0.0
2014-06-03,0.0
2014-06-04,0.0
2014-06-05,0.0
2014-06-06,0.0
2014-06-09,0.0
2014-06-10,0.0
2014-06-11,0.0
2014-06-12,0.0
2014-06-13,0.0
2014-06-16,0.0
2014-06-17,0.0
2014-06-18,0.0
2014-06-19,0.0
2014-06-20,0.0
2014-06-23,0.0
2014-06-24,0.0
2014-06-25,0.0
2014-06-26,0.0
2014-06-27,0.0
2014-06-30,0.0
2014-07-01,0.0
2014-07-02,0.0
2014-07-03,0.0
2014-07-04,0.0
2014-07-07,0.0
2014-07-08,0.0
2014-07-09,0.0
2014-07-10,0.0
2014-07-11,0.0
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,0.0
2014-07-17,0.0
2014-07-18,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-07-23,0.0
2014-07-24,0.0
2014-07-25,0.0
2014-07-28,0.0
2014-07-29,0.0
2014-07-30,0.0
2014-07-31,0.0
2014-08-01,0.0
2014-08-04,0.0
2014-08-05,0.0
2014-08-06,0.0
2014-08-07,0.0
2014-08-08,0.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,0.0
2014-08-14,0.0
2014-08-15,0.0
2014-08-18,0.0
2014-08-19,0.0
2014-08-20,0.0
2014-08-21,0.0
2014-08-22,0.0
2014-08-25,0.0
2014-08-26,0.0
2014-08-27,0.0
2014-08-28,0.0
2014-08-29,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-05,0.0
2014-09-08,0.0
2014-09-09,0.0
2014-09-10,0.0
2014-09-11,0.0
2014-09-12,0.0
2014-09-15,0.0
2014-09-16,0.0
2014-09-17,0.0
2014-09-18,0.0
2014-09-19,0.0
2014-09-22,0.0
2014-09-23,0.0
2014-09-24,0.0
2014-09-25,0.0
2014-09-26,0.0
2014-09-29,0.0
2014-09-30,0.0
2014-10-01,0.0
2014-10-02,0.0
2014-10-03,0.0
2014-10-06,0.0
2014-10-07,0.0
2014-10-08,0.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-13,0.0
2014-10-14,0.0
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-20,0.0
2014-10-21,0.0
2014-10-22,0.0
2014-10-23,0.0
2014-10-24,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,0.0
2014-10-30,0.0
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-10,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,0.0
2014-11-21,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-11-26,0.0
2014-11-27,0.0
2014-11-28,0.0
2014-12-01,0.0
2014-12-02,0.0
2014-12-03,0.0
2014-12-04,0.0
2014-12-05,0.0
2014-12-08,0.0
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,0.0
2014-12-15,0.0
2014-12-16,0.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-25,0.0
2014-12-26,0.0
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-05,0.0
2015-01-06,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,0.0
2015-01-12,0.0
2015-01-13,0.0
2015-01-14,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-19,0.0
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,0.0
2015-02-02,0.0
2015-02-03,0.0
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-09,0.0
2015-02-10,0.0
2015-02-11,0.0
2015-02-12,0.0
2015-02-13,0.0
2015-02-24,0.0
2015-02-25,0.0
2015-02-26,0.0
2015-02-27,0.0
2015-03-02,0.0
2015-03-03,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,0.0
2015-03-09,0.0
2015-03-10,0.0
2015-03-11,0.0
2015-03-12,0.0
2015-03-13,0.0
2015-03-16,0.0
2015-03-17,0.0
2015-03-18,0.0
2015-03-19,0.0
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,0.0
2015-03-26,0.0
2015-03-27,0.0
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,0.0
2015-04-03,0.0
2015-04-06,0.0
2015-04-07,0.0
2015-04-08,0.0
2015-04-09,0.0
2015-04-10,0.0
2015-04-13,0.0
2015-04-14,0.0
2015-04-15,0.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,0.0
2015-04-24,0.0
2015-04-27,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,0.0
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-29,0.0
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-03,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,0.0
2015-07-09,0.0
2015-07-10,0.0
2015-07-13,0.0
2015-07-14,0.0
2015-07-15,0.0
2015-07-16,0.0
2015-07-17,0.0
2015-07-20,0.0
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-27,0.0
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-12,0.0
2015-08-13,0.0
2015-08-14,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,0.0
2015-08-21,0.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-27,0.0
2015-08-28,0.0
2015-08-31,0.0
2015-09-01,0.0
2015-09-03,0.0
2015-09-04,0.0
2015-09-07,0.0
2015-09-08,0.0
2015-09-09,0.0
2015-09-10,0.0
2015-09-11,0.0
2015-09-14,0.0
2015-09-15,0.0
2015-09-16,0.0
2015-09-17,0.0
2015-09-18,0.0
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.0
2015-10-12,0.0
2015-10-13,0.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.0
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-10-30,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,0.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-18,0.0
2015-11-19,0.0
2015-11-20,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-26,0.0
2015-11-27,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,0.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-25,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-07,0.0
2016-01-08,0.0
2016-01-11,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.0
2016-01-18,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-22,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-29,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-15,0.0
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-24,0.0
2016-02-25,0.0
2016-02-26,0.0
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-03,0.0
2016-03-04,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,0.0
2016-03-18,0.0
2016-03-21,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-25,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-01,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,0.0
2016-04-11,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,0.0
2016-07-29,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.0
2016-09-23,0.0
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,0.0
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,0.0
2016-10-13,0.0
2016-10-14,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,0.0
2016-10-27,0.0
2016-10-28,0.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-28,0.0
2016-11-29,0.023300963719482315
2016-11-30,0.026585933057566624
2016-12-01,-0.019598032549646094
2016-12-02,-0.0014277899961565588
2016-12-05,0.0
2016-12-06,-0.007149472163013981
2016-12-07,-0.010801327136639394
2016-12-08,0.019654706895082752
2016-12-09,0.004283579480069077
2016-12-12,-0.014928423970950289
2016-12-13,-0.019484501258861364
2016-12-14,-0.001472033121305949
2016-12-15,-0.023586277870275785
2016-12-16,0.017362197526516132
2016-12-19,-0.008161936093615707
2016-12-20,-0.03142036535698667
2016-12-21,0.011585533717969332
2016-12-22,-0.022905692760132657
2016-12-23,0.007032844820166417
2016-12-26,-0.011639529917629177
2016-12-27,0.019627596628170263
2016-12-28,0.007699975747148535
2016-12-29,0.01986676002184673
2016-12-30,-0.022476654954306174
2017-01-03,0.008430931970397904
2017-01-04,0.0015200303345879185
2017-01-05,-0.0015177233490577535
2017-01-06,-0.005320273440186929
2017-01-09,0.0
2017-01-10,0.000764024228729232
2017-01-11,0.006871752637486184
2017-01-12,0.0
2017-01-13,-0.0007583418275153297
2017-01-16,-0.003035558041623032
2017-01-17,-0.0030448007109060704
2017-01-18,-0.0007634409413528331
2017-01-19,0.0
2017-01-20,0.007641027051724203
2017-01-23,0.007583195757010941
2017-01-24,0.0002368940842043532
2017-01-25,0.006652079441475722
2017-02-02,0.022994691300914027
2017-02-03,0.0066111930559697996
2017-02-06,0.00027886805774457457
2017-02-07,-0.005298388158761824
2017-02-08,-0.0040028716658317975
2017-02-09,-0.002474523143130347
2017-02-10,0.023546312586200324
2017-02-13,-0.013668550364172694
2017-02-14,0.3391895758529826
2017-02-15,-0.0697237829462688
2017-02-20,0.0
2017-02-21,-0.10658484768380183
2017-02-22,-0.039760989038973404
2017-02-23,0.0414073877285821
2017-02-27,0.1804258655604467
2017-03-03,-0.12418373278994432
2017-03-13,0.2826476598417267
2017-05-11,0.12295349011935985
2017-05-31,0.10658382469330019
2017-06-22,-0.28982236913780435
2017-07-11,-0.32603101458784434
2017-07-18,-0.03176304890054993
2017-07-19,-0.32804562075523014
2017-07-20,0.48819626880612144
2017-07-21,0.1640251844575713
2017-07-24,-0.08454723487825722
2017-07-25,0.0
2017-07-26,-0.3694181429242128
2017-07-27,0.048820333500006585
2017-07-28,-0.04654785184902821
2017-07-31,0.19528133399999992
2017-08-02,-0.32925213797550734
2017-08-04,-0.14050213245608234
2017-08-10,-0.3885071741247135
2017-08-11,0.0
2017-08-14,-0.08584810143918165
2017-08-16,0.3003259820543691
2017-08-17,-0.3002500328042341
2017-08-18,-0.13202265599581076
2017-08-21,0.11407921098875029
2017-08-22,0.13652871601508565
2017-08-23,0.0
2017-08-24,0.060066054313527184
2017-08-25,-0.05666255802561704
2017-08-28,0.060066054313527184
2017-08-29,0.22664618564399608
2017-08-30,-0.11548103560150325
2017-08-31,-0.10444417013149065
2017-09-08,0.2290913461579569
2017-09-11,0.32619225779757466
2017-09-12,0.10541064425894109
2017-09-13,-0.03178929688666421
2017-09-14,-0.03282834692230219
2017-09-15,0.10183273005103066
2017-09-18,-0.3080736816169233
2017-09-19,0.2671481690502062
2017-09-20,-0.1756860799644192
2017-09-21,0.3836304653974085
2017-09-22,0.09242122445056045
2017-09-25,-0.08460218675909037
2017-09-26,-0.030805608092664083
2017-09-27,0.03178475685568083
2017-09-28,-0.3080736816169233
2017-09-29,-0.23888233010534055
2017-10-04,-0.36961709268769016
2017-10-05,-0.4886191761290338
2017-10-09,0.10931700049819071
2017-10-10,-0.09597826702715284
2017-10-11,0.0
2017-11-23,-0.14871310645113134
2017-12-08,-0.477175129491037
2018-01-19,0.29768422648939596
2018-01-30,0.4575131264209873
2018-01-31,0.46621385235059276
2018-02-01,0.15898787951241133
2018-02-05,-0.23623896542380185
2018-02-07,-0.3620546315550598
2018-02-12,-0.07391581309807216
2018-02-13,-0.11972485141793798
2018-02-23,-0.37281886747108395
2018-02-27,0.0
2018-03-01,0.0
2018-03-02,-0.4881366042097752
2018-03-15,-0.05718111895859879
2018-03-21,-0.06531440260645427
2018-03-23,0.45473396249276665
2018-04-02,0.4269113935389137
2018-04-04,-0.36993716904151297
2018-04-05,0.25163321989871545
2018-04-06,-0.06701392844393428
2018-04-09,0.031922643418853314
2018-04-10,0.06187241880907979
2018-04-11,0.07283306881255136
2018-04-12,-0.020365887677267214
2018-04-13,0.041579542202749176
2018-04-16,0.37924421920606965
2018-04-17,0.265316605900876
2018-04-18,-0.11437341709267934
2018-04-19,0.0
2018-04-20,0.06457233773539661
2018-04-23,0.14557243727356273
2018-04-24,0.08471614667803284
2018-04-26,-0.0325417880881842
2018-04-27,-0.13454454980219754
2018-05-02,0.01943275988223725
2018-05-03,-0.019062326272977548
2018-05-04,0.0388655197644745
2018-05-07,-0.2244674223967804
2018-05-08,0.23637275232451538
2018-05-09,0.0039017161992545013
2018-05-10,0.1943264967234264
2018-05-11,0.06508311478705875
2018-05-14,0.0
2018-05-15,0.06110613705491774
2018-05-16,0.19867604230675973
2018-05-17,0.09848681987026398
2018-05-18,-0.13339182598193156
2018-05-21,0.12869040979190216
2018-05-22,0.08942556801705259
2018-05-23,-0.10876260862456943
2018-05-24,-0.01611802675950491
2018-05-25,0.04680559234964754
2018-05-28,0.022356550493916494
2018-05-29,-0.07872328373101445
2018-05-30,0.07358207372946879
2018-05-31,0.028741913640981442
2018-06-01,-0.08596616291498838
2018-06-04,-0.15988751500531917
2018-06-05,-0.16904288292243896
2018-06-06,0.2815977515488717
2018-06-07,-0.4567200872247895
2018-06-20,-0.2050350867985412
2018-06-21,-0.12380017522065612
2018-06-27,0.14676137836020375
2018-06-29,0.0
2018-07-02,-0.19489035251233433
2018-07-03,0.24206684533030653
2018-07-05,0.24596904784819085
2018-07-06,-0.09870592221892804
2018-07-09,-0.1095157780931344
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,-0.1598803997388829
2018-07-13,0.29277860886919416
2018-07-16,-0.19250101950458687
2018-07-17,0.014021299298789147
2018-07-18,-0.15212106945832504
2018-07-19,-0.2446558363614023
2018-07-20,0.45386679118368
2018-07-23,-0.14672788928083003
2018-07-24,0.03439181649969347
2018-07-25,0.0
2018-07-30,0.09706482412576545
2018-07-31,0.0884768356355734
2018-08-01,0.3522311755914853
2018-08-02,0.38070218239367337
2018-08-03,0.4934163158838727
2018-08-06,0.16519717597696326
2018-08-08,-0.1323397209238456
2018-08-09,-0.0915150587073702
2018-08-10,-0.013431287213995113
2018-08-13,0.07487682785366889
2018-08-14,-0.1266568097485542
2018-08-15,-0.02900423346997394
2018-08-16,-0.007467914323523006
2018-08-17,0.007524103685205397
2018-08-20,-0.1194855794273767
2018-08-21,-0.24595555827847138
2018-08-22,0.07168686887052766
2018-08-23,-0.1581393469948853
2018-08-28,0.25299020920726223
2018-08-29,0.34324757040241205
2018-08-30,0.16534581729229836
2018-08-31,-0.025797715665690002
2018-09-04,0.0
2018-09-06,0.35305439649191594
2018-09-07,-0.38372230175944433
2018-09-10,-0.06226393601127511
2018-09-12,0.017308585507162855
2018-09-13,0.0476406430684051
2018-10-10,0.2129275513765272
2018-10-12,-0.18457412769691406
2018-10-15,0.422525913316542
2018-10-16,-0.031823855854378746
2018-10-17,-0.09861097582164136
2018-10-18,0.10939890899107407
2018-10-19,-0.08765434151950247
2018-10-22,0.12009440622128431
2018-10-23,0.24660128300141393
2018-10-24,0.07740760825780879
2018-10-25,0.2075547764509449
2018-10-26,-0.09916154576705494
2018-10-29,0.1100769458731532
2018-10-30,0.17849093528271776
2018-10-31,0.0673143824365785
2018-11-01,0.09460310003936523
2018-11-02,-0.20166302466550323
2018-11-05,0.12028796361976024
2018-11-06,-0.06442329241027644
2018-11-07,-0.10328949861651482
2018-11-08,-0.031996010615734094
2018-11-09,0.19832309153410987
2018-11-12,0.0
2018-11-13,0.05516705175905545
2018-11-14,-0.07842384626111443
2018-11-15,0.028365621699737664
2018-11-16,0.11033410351811068
2018-11-19,-0.019874381434981214
2018-11-20,-0.05576118795121976
2018-11-21,-0.144952873566348
2018-11-22,-0.05650800075313811
2018-11-23,0.13974970426016453
2018-11-26,-0.2977788430361036
2018-11-27,-0.466910795761028
2018-12-24,-0.39530769722355796
2018-12-25,0.21088189645050703
2018-12-26,0.10449418208716432
2018-12-27,-0.031792563691041775
2019-01-02,-0.43053034528707834
2019-01-03,0.20790517920983587
2019-01-04,-0.32859423308115887
2019-02-01,0.4650466087949796
2019-03-01,0.30412876858017346
2019-03-11,-0.12469967527884751
2019-03-12,-0.3324192799626411
2019-03-13,0.2489710578788542
2019-03-14,0.31325284005579923
2019-03-15,0.043370134848007114
2019-03-18,-0.20783438155319367
2019-03-19,0.28860031900446304
2019-03-20,-0.32576311331567487
2019-03-22,-0.08603596019759974
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,0.24475044092985665
2019-03-29,0.060501143271666225
2019-04-02,0.10550693577914139
2019-04-03,0.47067489844451815
2019-04-08,-0.4128168893218229
2019-04-10,0.03246821127849375
2019-04-11,-0.09433431869931397
2019-04-12,-0.034722721992336725
2019-04-16,-0.1079070258837016
2019-04-17,0.40320106477775286
